"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000243244",143.319747438428,0.505138827625151,0.149824479002299,3.37153735483638,0.000747499009065701,0.00170473730695398,"STON1","11037","stonin 1"
"ENSG00000181007",92.7460372729335,0.646748698101063,0.191878925571239,3.37060829466103,0.000750024199643591,0.00171022587770793,"ZFP82","284406","ZFP82 zinc finger protein"
"ENSG00000126522",307.155729516356,-0.351823160001326,0.104399258564663,-3.36997757300558,0.000751743016599411,0.00171387428895065,"ASL","435","argininosuccinate lyase"
"ENSG00000119328",241.414837238801,0.396295242634227,0.117597713542933,3.36992302566788,0.000751891838504614,0.00171394273251794,"FAM206A","54942","family with sequence similarity 206 member A"
"ENSG00000065054",987.788710399292,0.218561999910768,0.0648944181235058,3.36796301177715,0.000757257547995278,0.00172590120772952,"SLC9A3R2","9351","SLC9A3 regulator 2"
"ENSG00000119004",433.297843676698,0.310784131706985,0.0923000039443505,3.36710854199272,0.000759607844515531,0.00173098442154882,"CYP20A1","57404","cytochrome P450 family 20 subfamily A member 1"
"ENSG00000196628",935.457577853615,0.230921573286789,0.0685974915047483,3.36632678865239,0.000761764059280407,0.00173562382868579,"TCF4","6925","transcription factor 4"
"ENSG00000139438",30.2684419973987,1.02832865574457,0.305508316580605,3.3659596152868,0.000762778748927813,0.00173766129966549,"FAM222A","84915","family with sequence similarity 222 member A"
"ENSG00000156990",306.218881042625,-0.364114520483796,0.108262384491388,-3.36325975263143,0.000770278492289648,0.00175446918349586,"RPUSD3","285367","RNA pseudouridylate synthase domain containing 3"
"ENSG00000176463",195.370109710775,-0.430363681590386,0.127974619179479,-3.36288308064289,0.000771330245802433,0.0017565874437556,"SLCO3A1","28232","solute carrier organic anion transporter family member 3A1"
"ENSG00000109944",26.5462389610647,-1.08596800162872,0.322992305844818,-3.3622101269201,0.00077321260442173,0.00176059631376141,"C11orf63","79864","chromosome 11 open reading frame 63"
"ENSG00000139597",7.48760001188774,1.73955645482063,0.51740274599862,3.36209358816442,0.000773539014748197,0.00176106160103712,"N4BP2L1","90634","NEDD4 binding protein 2 like 1"
"ENSG00000110218",1274.77616649816,-0.213055781045768,0.0633949766727461,-3.36076755963793,0.000777262072600941,0.00176925842874941,"PANX1","24145","pannexin 1"
"ENSG00000148848",776.673548922063,0.251896757567234,0.0749667902568414,3.36011127999769,0.000779110840217483,0.0017731869524874,"ADAM12","8038","ADAM metallopeptidase domain 12"
"ENSG00000119714",48.5435276570419,0.868916386732722,0.258756455903271,3.35804717876312,0.000784952143936066,0.00178619946065704,"GPR68","8111","G protein-coupled receptor 68"
"ENSG00000173531",27.606812239596,1.10119309950802,0.327936854295778,3.35794249741388,0.000785249467275473,0.00178659423819323,"MST1","4485","macrophage stimulating 1"
"ENSG00000178802",309.758965010004,-0.348757176198026,0.103890271494307,-3.35697627103743,0.000787998751070255,0.00179256669531545,"MPI","4351","mannose phosphate isomerase"
"ENSG00000185046",4.47201315908191,1.87643362686103,0.559339626229098,3.354730362144,0.000794423776787119,0.00180689765532205,"ANKS1B","56899","ankyrin repeat and sterile alpha motif domain containing 1B"
"ENSG00000184226",512.765447261578,0.284230162154935,0.0847465916106556,3.35388310907831,0.000796860176798303,0.00181215349474608,"PCDH9","5101","protocadherin 9"
"ENSG00000137338",97.4443637482381,-0.613386744200841,0.182908551576565,-3.35351594506547,0.000797918162792825,0.00181424769513605,"PGBD1","84547","piggyBac transposable element derived 1"
"ENSG00000100941",1043.12527200858,-0.217757207769258,0.0649347692757138,-3.35347626854049,0.000798032569025674,0.00181424769513605,"PNN","5411","pinin, desmosome associated protein"
"ENSG00000164934",985.237803766351,-0.248513766584163,0.0741331582286551,-3.35226196377135,0.000801541356774407,0.00182193747505662,"DCAF13","25879","DDB1 and CUL4 associated factor 13"
"ENSG00000158805",130.786046479712,0.539847860800504,0.16106648081995,3.3517083011454,0.000803145936929563,0.00182529716951525,"ZNF276","92822","zinc finger protein 276"
"ENSG00000187790",96.7904909872013,-0.599332646843706,0.178828449674504,-3.35143903520154,0.000803927378562219,0.00182656944232406,"FANCM","57697","Fanconi anemia complementation group M"
"ENSG00000163002",123.27243512491,-0.550344831129743,0.164212033000455,-3.35142815708407,0.00080395896296928,0.00182656944232406,"NUP35","129401","nucleoporin 35"
"ENSG00000128699",470.902696953807,0.302457174647422,0.0902791240512856,3.35024489687785,0.000807401419495857,0.00183410176020575,"ORMDL1","94101","ORMDL sphingolipid biosynthesis regulator 1"
"ENSG00000109445",317.602629359004,-0.353368711522348,0.10548792230162,-3.34984995260373,0.000808553471284354,0.00183618277623855,"ZNF330","27309","zinc finger protein 330"
"ENSG00000147679",208.560080600447,-0.418547258697499,0.124945314120294,-3.34984358272559,0.000808572064701151,0.00183618277623855,"UTP23","84294","UTP23, small subunit processome component"
"ENSG00000152455",108.356321261133,-0.576666820307559,0.172294274132361,-3.3469877232516,0.000816948283066051,0.00185491231976612,"SUV39H2","79723","suppressor of variegation 3-9 homolog 2"
"ENSG00000163013",193.875755993826,0.4524411751254,0.135200087038205,3.3464562415374,0.00081851597361232,0.00185817937864751,"FBXO41","150726","F-box protein 41"
"ENSG00000178878",77.2446531011627,-0.746555300532994,0.223110138014521,-3.34612898892297,0.000819482645600514,0.00186008120328487,"APOLD1","81575","apolipoprotein L domain containing 1"
"ENSG00000138085",789.176518035374,0.23692888762426,0.0708086114119101,3.34604623505451,0.000819727260109224,0.00186017952723586,"ATRAID","51374","all-trans retinoic acid induced differentiation factor"
"ENSG00000174373",227.411723078748,-0.404425186304297,0.120867277666491,-3.34602709775781,0.000819783838231483,0.00186017952723586,"RALGAPA1","253959","Ral GTPase activating protein catalytic alpha subunit 1"
"ENSG00000138074",493.212278514888,0.298396352134041,0.0892316743070782,3.34406313062278,0.000825609476876261,0.00187310393503598,"SLC5A6","8884","solute carrier family 5 member 6"
"ENSG00000136273",223.904918880515,-0.404585800775312,0.121001846115983,-3.34363328959053,0.000826889609580222,0.00187571327003363,"HUS1","3364","HUS1 checkpoint clamp component"
"ENSG00000132326",92.2622710904044,-0.602679534535549,0.180270514568037,-3.34319528614918,0.000828195945154332,0.00187834582313466,"PER2","8864","period circadian clock 2"
"ENSG00000177051",123.202787887648,-0.534015131752014,0.159733793104208,-3.34315689481957,0.000828310537657359,0.00187834582313466,"FBXO46","23403","F-box protein 46"
"ENSG00000163935",28.2940647432071,-1.06203529686775,0.317717144260659,-3.34270692045641,0.000829654742272653,0.00188109837604394,"SFMBT1","51460","Scm-like with four mbt domains 1"
"ENSG00000183307",28.8227849132224,1.08132577443691,0.323655204380154,3.34098064793304,0.000834830417053612,0.00189253589359404,"CECR6","27439","cat eye syndrome chromosome region, candidate 6"
"ENSG00000196220",13.5013858112845,1.44346830248909,0.432116764122065,3.34045892762757,0.000836400511922165,0.00189579735828768,"SRGAP3","9901","SLIT-ROBO Rho GTPase activating protein 3"
"ENSG00000119922",46.2663987147122,-0.866223536290164,0.259377333935887,-3.33962695639502,0.000838909961348372,0.00190118661834322,"IFIT2","3433","interferon induced protein with tetratricopeptide repeats 2"
"ENSG00000266472",574.216481916532,0.28412002828755,0.0850870483199827,3.33916893225716,0.000840294464453347,0.00190402516705959,"MRPS21","54460","mitochondrial ribosomal protein S21"
"ENSG00000129484",191.397273641866,-0.442080857081702,0.132450354172066,-3.33770989020832,0.000844718959085068,0.00191375006638195,"PARP2","10038","poly(ADP-ribose) polymerase 2"
"ENSG00000211445",75.4653569340332,0.665446265034721,0.199451513824445,3.33638111977651,0.000848767199608601,0.00192261962454911,"GPX3","2878","glutathione peroxidase 3"
"ENSG00000154359",136.966034604216,0.513814309724275,0.154046731973933,3.33544440145098,0.000851631816635902,0.00192880568580944,"LONRF1","91694","LON peptidase N-terminal domain and ring finger 1"
"ENSG00000182492",6118.56468432058,0.1710267124358,0.0512884875310089,3.33460237704217,0.00085421449618756,0.00193435136344341,"BGN","633","biglycan"
"ENSG00000198909",749.446482345252,0.242698527619003,0.072895489754891,3.32940389638741,0.000870320937139037,0.00197051477716649,"MAP3K3","4215","mitogen-activated protein kinase kinase kinase 3"
"ENSG00000138801",1173.73380086081,-0.213257145245883,0.0640601192703554,-3.32901573826088,0.000871534793668897,0.00197283542275821,"PAPSS1","9061","3'-phosphoadenosine 5'-phosphosulfate synthase 1"
"ENSG00000198356",1097.59975066612,0.213345866170648,0.0640872905010263,3.32898870435521,0.00087161939312822,0.00197283542275821,"ASNA1","439","arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)"
"ENSG00000188994",567.530810791375,0.276910947816252,0.0831860630094863,3.32881420033875,0.000872165666350551,0.00197376220681402,"ZNF292","23036","zinc finger protein 292"
"ENSG00000054392",138.306392758373,0.518631358309694,0.155808452052229,3.32864713998856,0.000872688935064937,0.00197463664777005,"HHAT","55733","hedgehog acyltransferase"
"ENSG00000111481",2375.74453697579,-0.163367478258434,0.0490889550055063,-3.327988510656,0.000874754740027876,0.00197900056992037,"COPZ1","22818","coatomer protein complex subunit zeta 1"
"ENSG00000135482",100.890864618016,0.593010741078595,0.178209622103124,3.32760225895905,0.00087596833483484,0.00198143542907843,"ZC3H10","84872","zinc finger CCCH-type containing 10"
"ENSG00000126457",2325.43328873569,-0.165033192203634,0.0495989842541075,-3.32735024084624,0.000876761011829004,0.00198291756037891,"PRMT1","3276","protein arginine methyltransferase 1"
"ENSG00000112367",210.046819070715,-0.424809967015998,0.127680782261073,-3.32712534723804,0.000877468935102074,0.00198420757472063,"FIG4","9896","FIG4 phosphoinositide 5-phosphatase"
"ENSG00000123096",92.0103650552263,-0.617530524469747,0.185614955622633,-3.32694379285484,0.000878040821099202,0.00198518961385334,"SSPN","8082","sarcospan"
"ENSG00000126432",2063.04409221181,0.183898537273988,0.0552849142633851,3.32637826655333,0.00087982441216183,0.0019889104973768,"PRDX5","25824","peroxiredoxin 5"
"ENSG00000108479",213.920217696167,-0.425791333912778,0.128026135463985,-3.32581572012346,0.0008816019369856,0.00199261650397795,"GALK1","2584","galactokinase 1"
"ENSG00000160752",878.839757708716,0.2243800515948,0.0674836611483073,3.32495374104978,0.000884332064043389,0.00199847410525595,"FDPS","2224","farnesyl diphosphate synthase"
"ENSG00000164342",3.51765533707121,-1.88343260271977,0.566665474589133,-3.32371158501472,0.000888280104437221,0.00200708176456003,"TLR3","7098","toll like receptor 3"
"ENSG00000159640",55.6937056968103,0.812057200315902,0.24432608282061,3.32366152209845,0.000888439565267544,0.0020071277181514,"ACE","1636","angiotensin I converting enzyme"
"ENSG00000088356",298.900817308825,0.351720927302777,0.105844488207699,3.32299709941053,0.00089055840470449,0.00201159951537055,"PDRG1","81572","p53 and DNA damage regulated 1"
"ENSG00000164976",76.6085595496868,-0.673978828341804,0.20288859959596,-3.32191571968061,0.000894016935496487,0.00201909554295677,"KIAA1161","57462","KIAA1161"
"ENSG00000256294",112.157114152167,0.572065889079207,0.17224146783308,3.3213017531504,0.000895986095232134,0.0020232260754287,"ZNF225","7768","zinc finger protein 225"
"ENSG00000079335",65.9833633691234,0.714744322719791,0.215227743723401,3.32087448557906,0.000897358831499107,0.00202600874210291,"CDC14A","8556","cell division cycle 14A"
"ENSG00000171873",9.24468299236822,-1.60241986959709,0.482578007187812,-3.32054060841908,0.000898432877179787,0.00202811627586806,"ADRA1D","146","adrenoceptor alpha 1D"
"ENSG00000163161",785.919664197563,0.234745274939009,0.0706963936740312,3.32047029189888,0.000898659229443125,0.00202830987221151,"ERCC3","2071","ERCC excision repair 3, TFIIH core complex helicase subunit"
"ENSG00000054523",1698.73379437079,-0.199215894284958,0.0600249885544095,-3.31888267007963,0.000903783951008555,0.00203955749432198,"KIF1B","23095","kinesin family member 1B"
"ENSG00000108774",1113.54251588937,0.215374870887309,0.0649281006053093,3.31712877597558,0.000909476867825312,0.00205208363655236,"RAB5C","5878","RAB5C, member RAS oncogene family"
"ENSG00000176399",7.75879169695775,1.68358028737914,0.507584762429449,3.31684560293148,0.000910399121320473,0.00205384333436911,"DMRTA1","63951","DMRT like family A1"
"ENSG00000142149",67.0226072837386,-0.699594468627617,0.211025054726893,-3.31521993695501,0.000915710470707913,0.00206550265179848,"HUNK","30811","hormonally up-regulated Neu-associated kinase"
"ENSG00000198783",169.252930562591,0.490638065604697,0.148053992330748,3.31391310616351,0.00092000093085257,0.00207485593706582,"ZNF830","91603","zinc finger protein 830"
"ENSG00000172733",21.1535670405274,-1.16917992908208,0.352821038525955,-3.31380445442475,0.000920358483148332,0.00207533789252594,"PURG","29942","purine rich element binding protein G"
"ENSG00000118922",835.196052434047,-0.224685920618772,0.0678106021866431,-3.31343349525702,0.000921580210043691,0.00207776804036573,"KLF12","11278","Kruppel like factor 12"
"ENSG00000135336",388.617076688058,-0.324534513599531,0.0980182761798682,-3.31095920319997,0.000929767627009747,0.00209589961794838,"ORC3","23595","origin recognition complex subunit 3"
"ENSG00000138411",102.935813938263,-0.587397572878873,0.17745699752361,-3.31008402641729,0.000932679679592524,0.00210213556279977,"HECW2","57520","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
"ENSG00000074935",106.453722328691,-0.572586015727212,0.172988656875458,-3.30996278062002,0.00093308377715256,0.00210271784645111,"TUBE1","51175","tubulin epsilon 1"
"ENSG00000133048",12.5783824245266,1.48588694879113,0.449003365878266,3.30930024518787,0.000935294793935965,0.00210737123100331,"CHI3L1","1116","chitinase 3 like 1"
"ENSG00000133835",1131.83600681432,-0.201713351983203,0.0609646147131183,-3.3086955922285,0.000937316880353834,0.00211148876159411,"HSD17B4","3295","hydroxysteroid 17-beta dehydrogenase 4"
"ENSG00000040275",685.126793280792,0.264118444811528,0.079826256593865,3.30866629704676,0.000937414952381663,0.00211148876159411,"SPDL1","54908","spindle apparatus coiled-coil protein 1"
"ENSG00000179295",5009.28512974442,0.13734541450274,0.0415123755791617,3.30854143099641,0.000937833075417719,0.00211210080846885,"PTPN11","5781","protein tyrosine phosphatase, non-receptor type 11"
"ENSG00000104442",713.784866024926,-0.243273237081994,0.0735740479077614,-3.30650880303584,0.000944663821852587,0.00212715232680931,"ARMC1","55156","armadillo repeat containing 1"
"ENSG00000094631",252.212264815526,-0.402524667531359,0.121758058369459,-3.30593862058765,0.000946588209014822,0.002131152948105,"HDAC6","10013","histone deacetylase 6"
"ENSG00000185728",1913.68047020136,0.178806735886872,0.054087496775074,3.3058792983238,0.000946788632305525,0.00213127158656137,"YTHDF3","253943","YTH N6-methyladenosine RNA binding protein 3"
"ENSG00000152763",42.9997501197193,0.965227344208837,0.292162020149591,3.30373997179588,0.000954042780930293,0.00214726602191597,"WDR78","79819","WD repeat domain 78"
"ENSG00000174945",60.8761201588239,-0.744702081427419,0.225453291606524,-3.30313244096308,0.000956112196724654,0.00215158799908697,"AMZ1","155185","archaelysin family metallopeptidase 1"
"ENSG00000111412",1062.22611739597,0.215519713460835,0.0652528385799791,3.3028404304079,0.000957108343103869,0.00215349377198371,"C12orf49","79794","chromosome 12 open reading frame 49"
"ENSG00000123609",81.9914801896646,-0.629485907028591,0.190624469009503,-3.30223035006702,0.00095919263557226,0.00215784689745844,"NMI","9111","N-myc and STAT interactor"
"ENSG00000197496",989.53249581358,-0.212770804516549,0.0644353118786553,-3.30208387781594,0.000959693672161448,0.00215863745061946,"SLC2A10","81031","solute carrier family 2 member 10"
"ENSG00000006638",41.6105173037852,-0.879687681925889,0.266426511814547,-3.30180234667568,0.000960657384518059,0.00216046829094965,"TBXA2R","6915","thromboxane A2 receptor"
"ENSG00000164603",343.765681144321,0.325898202175707,0.0987115147856512,3.30152163993617,0.000961619167170906,0.00216229422144244,"BMT2","154743","base methyltransferase of 25S rRNA 2 homolog"
"ENSG00000128266",13.1401354479163,-1.40636806926171,0.425988312877601,-3.30142406903496,0.000961953682174201,0.00216270933032993,"GNAZ","2781","G protein subunit alpha z"
"ENSG00000106524",332.034777246008,-0.372049325222349,0.112712908670385,-3.3008581679882,0.000963895960485182,0.00216673839543779,"ANKMY2","57037","ankyrin repeat and MYND domain containing 2"
"ENSG00000065559",868.122652796185,0.230993858709304,0.0700008682221673,3.29987133839799,0.000967291635837943,0.00217403278240131,"MAP2K4","6416","mitogen-activated protein kinase kinase 4"
"ENSG00000185627",1962.26891717431,-0.168188988597355,0.0509816775717829,-3.29900851851221,0.000970269668778437,0.00218038637250257,"PSMD13","5719","proteasome 26S subunit, non-ATPase 13"
"ENSG00000149761",261.709895528212,0.390500930458083,0.118374076724965,3.29887202723776,0.00097074154710102,0.00218110703940608,"NUDT22","84304","nudix hydrolase 22"
"ENSG00000169860",2.90364219795727,1.86715134289239,0.56601538691854,3.29876428458492,0.00097111418562969,0.00218160454003107,"P2RY1","5028","purinergic receptor P2Y1"
"ENSG00000167657",2016.95555441588,-0.170915652883826,0.0518219827909493,-3.29813032383,0.000973309485286782,0.00218619584995055,"DAPK3","1613","death associated protein kinase 3"
"ENSG00000140465",2.97233977528917,1.86549954095695,0.565825796755026,3.29695031872966,0.000977407887422475,0.00219505971230449,"CYP1A1","1543","cytochrome P450 family 1 subfamily A member 1"
"ENSG00000167842",246.588408457209,0.393742013825851,0.119544980074505,3.29367250369238,0.000988876417218947,0.00222047004999498,"MIS12","79003","MIS12, kinetochore complex component"
"ENSG00000171497",335.92177794493,-0.341521035155391,0.103691874876814,-3.29361423507018,0.000989081411963233,0.00222058473862334,"PPID","5481","peptidylprolyl isomerase D"
"ENSG00000185504",703.877010613593,-0.249693826560274,0.0758152995071389,-3.29344905557963,0.000989662743538904,0.00222154417318123,"FAAP100","80233","Fanconi anemia core complex associated protein 100"
"ENSG00000087076",43.8195728186638,0.859163967362047,0.260897522959617,3.29310894797201,0.000990860712348041,0.00222388728952165,"HSD17B14","51171","hydroxysteroid 17-beta dehydrogenase 14"
"ENSG00000130311",1107.96521373869,0.210953599907549,0.0640605404758059,3.29303496880768,0.000991121468570561,0.00222412652466441,"DDA1","79016","DET1 and DDB1 associated 1"
"ENSG00000104679",372.846274121837,-0.327481681376507,0.0994619147044863,-3.2925334521208,0.000992890852994392,0.00222775059660188,"R3HCC1","203069","R3H domain and coiled-coil containing 1"
"ENSG00000156017",406.237623955893,0.32338670402538,0.0982211133228194,3.29243574100528,0.000993235924564626,0.00222817830565913,"CARNMT1","138199","carnosine N-methyltransferase 1"
"ENSG00000164162",69.9726912166748,-0.713576339842735,0.216845771860985,-3.2907090312104,0.000999352231708869,0.00224155078464923,"ANAPC10","10393","anaphase promoting complex subunit 10"
"ENSG00000107816",1369.65170806691,-0.203085678504109,0.0617257388799694,-3.29012956651723,0.00100141259832968,0.00224582303063925,"LZTS2","84445","leucine zipper tumor suppressor 2"
"ENSG00000186230",57.3093023389618,0.788142168669818,0.23961300335683,3.28922953941746,0.00100462056747525,0.00225266722520445,"ZNF749","388567","zinc finger protein 749"
"ENSG00000196268",48.5687284851753,0.81781453959947,0.248685565426487,3.28854848570301,0.00100705436924113,0.00225777364180913,"ZNF493","284443","zinc finger protein 493"
"ENSG00000254999",2473.78194103606,0.15499594490078,0.0471327819429378,3.2884955759333,0.00100724367497704,0.00225784718752233,"BRK1","55845","BRICK1, SCAR/WAVE actin nucleating complex subunit"
"ENSG00000099256",147.566833220193,-0.492235656539708,0.149694566639242,-3.28826668589767,0.00100806299963341,0.00225933274750834,"PRTFDC1","56952","phosphoribosyl transferase domain containing 1"
"ENSG00000196754",32.3680432590693,-0.977635741174279,0.297339995655761,-3.28793890986033,0.00100923736659785,0.00226161346503684,"S100A2","6273","S100 calcium binding protein A2"
"ENSG00000077721",1284.81338718396,0.190037467313441,0.0578071379990145,3.28743947359374,0.00101102919873039,0.00226527694519076,"UBE2A","7319","ubiquitin conjugating enzyme E2 A"
"ENSG00000105963",33.8396003853656,0.978084626512417,0.297601913060831,3.28655355892317,0.00101421484938838,0.00227206174411898,"ADAP1","11033","ArfGAP with dual PH domains 1"
"ENSG00000072310",720.687750526604,0.271785239763218,0.0827335962358622,3.28506498120057,0.00101958853854652,0.00228374535718222,"SREBF1","6720","sterol regulatory element binding transcription factor 1"
"ENSG00000100353",2510.89614654986,-0.175448965053702,0.0534098011816019,-3.28495821314046,0.00101997497682173,0.00228425628540936,"EIF3D","8664","eukaryotic translation initiation factor 3 subunit D"
"ENSG00000126254",1061.75144454932,-0.212876328570444,0.0648049005068413,-3.2848801079167,0.00102025775815452,0.00228453494907578,"RBM42","79171","RNA binding motif protein 42"
"ENSG00000145780",546.212872053157,-0.272588216413912,0.0829843311769546,-3.28481548923554,0.00102049176607177,0.00228470433102382,"FEM1C","56929","fem-1 homolog C"
"ENSG00000111275",662.626547805078,0.248067675610281,0.0755269752695456,3.28449106726386,0.00102166736784192,0.00228698139889144,"ALDH2","217","aldehyde dehydrogenase 2 family (mitochondrial)"
"ENSG00000148690",275.341612633707,-0.375408606058906,0.114306856124562,-3.28421775199398,0.00102265874790585,0.00228884544772536,"FRA10AC1","118924","fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1"
"ENSG00000164022",603.711892291963,-0.271640679660692,0.0827122703559144,-3.28416422970631,0.00102285299030404,0.00228892509556636,"AIMP1","9255","aminoacyl tRNA synthetase complex interacting multifunctional protein 1"
"ENSG00000068784",155.477314382648,-0.466115825735733,0.141975667786894,-3.28306838067052,0.00102683754608773,0.00229748530977166,"SRBD1","55133","S1 RNA binding domain 1"
"ENSG00000105497",222.374709293412,0.409721853022568,0.124820551856907,3.28248711391911,0.00102895688391027,0.00230187020688067,"ZNF175","7728","zinc finger protein 175"
"ENSG00000196459",217.353411590908,0.424516830863998,0.129393126237374,3.28082984937867,0.00103502162726172,0.00231507860721006,"TRAPPC2","6399","trafficking protein particle complex 2"
"ENSG00000070761",371.832558965485,0.314518150892324,0.0959006796854182,3.27962379332486,0.00103945595531553,0.00232463665591957,"CFAP20","29105","cilia and flagella associated protein 20"
"ENSG00000108384",163.323708810627,-0.454029520185331,0.138469932413645,-3.27890331331301,0.00104211333831905,0.00233017305249669,"RAD51C","5889","RAD51 paralog C"
"ENSG00000213719",6263.20736572872,-0.134101062915078,0.040898621958431,-3.27886506913062,0.0010422545718279,0.00233017305249669,"CLIC1","1192","chloride intracellular channel 1"
"ENSG00000187957",37.5878297184916,0.9573624780151,0.292002232518017,3.27861355633995,0.00104318383506814,0.00233188924520113,"DNER","92737","delta/notch like EGF repeat containing"
"ENSG00000179954",1135.38689698137,0.20679075275296,0.0630826618400845,3.27809174059867,0.00104511423124261,0.00233584244990506,"SSC5D","284297","scavenger receptor cysteine rich family member with 5 domains"
"ENSG00000100811",1849.51257661427,0.170340700283641,0.0519693129606208,3.2777169945024,0.00104650259916814,0.00233858317815967,"YY1","7528","YY1 transcription factor"
"ENSG00000120008",1045.61632958744,0.215034112277292,0.0656550781265634,3.27520914471795,0.00105583775136404,0.00235907871131005,"WDR11","55717","WD repeat domain 11"
"ENSG00000275052",1174.86109087859,0.207421434142751,0.0633425188928737,3.27460034378404,0.00105811552751855,0.00236380190701613,"PPP4R3B","57223","protein phosphatase 4 regulatory subunit 3B"
"ENSG00000055950",594.738534007766,-0.255452993244955,0.0780131322511811,-3.27448707510506,0.0010585398137771,0.00236438363420997,"MRPL43","84545","mitochondrial ribosomal protein L43"
"ENSG00000111224",152.587539156474,0.481250205814517,0.147022577443298,3.27330818288857,0.00106296510834155,0.00237390056006866,"PARP11","57097","poly(ADP-ribose) polymerase family member 11"
"ENSG00000161542",425.491360536327,-0.298890480809663,0.0913145426814271,-3.2731969304431,0.00106338360741839,0.00237446762176522,"PRPSAP1","5635","phosphoribosyl pyrophosphate synthetase associated protein 1"
"ENSG00000163704",131.751017442295,-0.510042731380966,0.155921796786907,-3.27114452175038,0.00107113156348461,0.00239139818421425,"PRRT3","285368","proline rich transmembrane protein 3"
"ENSG00000070047",1123.58773907985,-0.201388267356617,0.0615757622894124,-3.27057692619495,0.00107328346731869,0.00239583174733201,"PHRF1","57661","PHD and ring finger domains 1"
"ENSG00000177733",2428.63775943153,0.155137344466482,0.0474364023014381,3.2704281298706,0.0010738482544845,0.00239672165337994,"HNRNPA0","10949","heterogeneous nuclear ribonucleoprotein A0"
"ENSG00000145687",257.9293454692,-0.381031940468315,0.116517467305207,-3.27017012367969,0.00107482822192225,0.00239827109054872,"SSBP2","23635","single stranded DNA binding protein 2"
"ENSG00000110367",3024.68502484526,-0.153323209512049,0.0468855687149625,-3.27015782711662,0.00107487494777071,0.00239827109054872,"DDX6","1656","DEAD-box helicase 6"
"ENSG00000197037",205.938942393719,0.411267211551492,0.125814095164875,3.26884846258712,0.00107986118288534,0.00240902385735067,"ZSCAN25","221785","zinc finger and SCAN domain containing 25"
"ENSG00000137269",172.541629965741,0.45714479634424,0.139869030877291,3.2683775205771,0.00108165981827035,0.00241266329594718,"LRRC1","55227","leucine rich repeat containing 1"
"ENSG00000159348",846.580867561807,0.228120586162154,0.0698204159571324,3.26724759563468,0.00108598656614507,0.00242193974181093,"CYB5R1","51706","cytochrome b5 reductase 1"
"ENSG00000033030",178.863239135847,-0.439948575184261,0.134768293120073,-3.26448131825996,0.00109664694748399,0.00244528239277786,"ZCCHC8","55596","zinc finger CCHC-type containing 8"
"ENSG00000013392",141.569696622299,-0.518099124344036,0.158709771097741,-3.26444377532978,0.00109679228971134,0.00244528239277786,"RWDD2A","112611","RWD domain containing 2A"
"ENSG00000204427",33.903051113561,0.970455804485539,0.297331010413115,3.26389031247422,0.00109893701219753,0.00244968545657814,"ABHD16A","7920","abhydrolase domain containing 16A"
"ENSG00000135338",123.985238677845,0.518450034389391,0.158871841704742,3.26332236616802,0.00110114189088628,0.00245422123587462,"LCA5","167691","LCA5, lebercilin"
"ENSG00000166012",662.419814088997,-0.246719632631287,0.0756056515219467,-3.26324325847082,0.0011014493268299,0.002454527253348,"TAF1D","79101","TATA-box binding protein associated factor, RNA polymerase I subunit D"
"ENSG00000100836",705.936380966452,0.253986980137177,0.0778709959415274,3.26163775185171,0.00110770597931016,0.00246808867390081,"PABPN1","8106","poly(A) binding protein nuclear 1"
"ENSG00000167637",122.45361168709,0.536830468007866,0.164598088100978,3.26146235476642,0.0011083914885829,0.00246897788662659,"ZNF283","284349","zinc finger protein 283"
"ENSG00000122691",257.216907362886,0.387403814171169,0.118782763358737,3.2614480688681,0.00110844733982674,0.00246897788662659,"TWIST1","7291","twist family bHLH transcription factor 1"
"ENSG00000130529",558.352722172178,0.278526998983401,0.0854068751232809,3.26117772815549,0.00110950473746125,0.00247095165905426,"TRPM4","54795","transient receptor potential cation channel subfamily M member 4"
"ENSG00000156502",296.665327555245,-0.351067401266893,0.107688349697308,-3.26003139850949,0.00111399880687997,0.0024805773710229,"SUPV3L1","6832","Suv3 like RNA helicase"
"ENSG00000254535",10.2479139426451,-1.51086727247289,0.4635519268739,-3.25932691653742,0.00111676900123703,0.00248636209580966,"PABPC4L","132430","poly(A) binding protein cytoplasmic 4 like"
"ENSG00000034693",149.824679726577,-0.469850897079767,0.144166321939587,-3.25908916006513,0.00111770535406149,0.00248782058368019,"PEX3","8504","peroxisomal biogenesis factor 3"
"ENSG00000064726",1910.94065844833,0.165685634488997,0.0508382702332964,3.25907301189964,0.00111776897646184,0.00248782058368019,"BTBD1","53339","BTB domain containing 1"
"ENSG00000124275",478.600210876139,-0.292876729385555,0.0898728325373173,-3.2587904611101,0.00111888274458091,0.00248991537190633,"MTRR","4552","5-methyltetrahydrofolate-homocysteine methyltransferase reductase"
"ENSG00000159917",39.0237347161639,0.887626101762233,0.272382786628442,3.25874521202048,0.00111906120423921,0.00248992843824168,"ZNF235","9310","zinc finger protein 235"
"ENSG00000179933",1180.99070636937,0.20364716333049,0.0625044648616124,3.25812186027628,0.00112152234558787,0.00249501971932092,"C14orf119","55017","chromosome 14 open reading frame 119"
